Car_Name,Year,Selling_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,engine,max_power,seats,mileage
Tata Tigor 1.2 Revotron XZA,2018,645000,10000,Petrol,Individual,Automatic,First Owner,1199,84,5,20.3
Maruti 800 Std,2006,81000,80000,Petrol,Individual,Manual,First Owner,796,37,4,16.1
Honda City i-DTEC VX,2017,1250000,33000,Diesel,Individual,Manual,First Owner,1498,97.9,5,25.6
Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,1373,93.7,7,16.02
Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Individual,Manual,Second Owner,1461,108.5,5,19.01
Honda City i VTEC VX,2014,725000,120000,Petrol,Individual,Manual,First Owner,1497,117.3,5,17.4
Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First Owner,799,53.3,5,25.17
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Individual,Manual,Second Owner,2494,100.6,8,12.99
Maruti Wagon R VXI BS IV,2017,409999,47000,Petrol,Individual,Manual,First Owner,998,67.04,5,20.51
Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,Diesel,Individual,Manual,First Owner,1396,88.7,5,21.38
Tata Tiago 1.2 Revotron XZ,2017,400000,26000,Petrol,Individual,Manual,First Owner,1199,84,5,23.84
Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,Diesel,Individual,Manual,First Owner,1186,73.97,5,24
Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Individual,Automatic,First Owner,1197,83.1,5,21.4
Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,Manual,Third Owner,1298,88.2,5,16.1
Maruti Swift Dzire VXi AT,2012,420000,120000,Petrol,Individual,Automatic,First Owner,1197,85.8,5,17.4
Maruti Swift LXI Option,2014,400000,50000,Petrol,Individual,Manual,First Owner,1197,81.8,5,20.4
Hyundai i20 1.2 Asta,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,1197,80,5,17
Maruti Zen LXI,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,993,60,5,17.3
Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First Owner,998,67.04,5,23.1
Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,Diesel,Individual,Manual,Third Owner,2494,102,8,12.8
Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,Manual,Third Owner,1248,73.9,5,21.1
Nissan Micra Diesel XV,2011,250000,50000,Diesel,Individual,Manual,First Owner,1461,63.1,5,23.08
Maruti Zen LXI,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,993,60,5,17.3
Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,Petrol,Individual,Manual,Second Owner,1591,121.3,5,17.1
Maruti Zen Estilo LXI BSIII,2007,85000,80000,Petrol,Individual,Manual,Second Owner,998,67.1,5,18.2
Maruti Alto LX,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,796,46.3,5,19.7
Maruti Swift Dzire ZDi,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,1248,73.9,5,19.3
Maruti A-Star Vxi,2010,130000,162000,Petrol,Individual,Manual,Second Owner,998,66.1,5,19
Maruti Ertiga VDI,2013,480000,110000,Diesel,Individual,Manual,Third Owner,1248,88.76,7,20.77
Maruti Swift Ldi BSIII,2008,170000,120000,Diesel,Individual,Manual,Third Owner,1248,75,5,17.8
Nissan Micra Diesel XV,2011,275000,45000,Diesel,Individual,Manual,First Owner,1461,63.1,5,23.08
Maruti Wagon R LXI,2005,89000,90000,Petrol,Individual,Manual,Second Owner,998,67.1,5,18.9
Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Individual,Manual,Second Owner,1399,68,5,20
Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,1197,110,5,17
Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,1582,126.2,5,17.01
Maruti Swift VXI BSIV,2018,610000,52000,Petrol,Dealer,Manual,First Owner,1197,81.8,5,22
Datsun GO T Option BSIV,2016,335000,40000,Petrol,Dealer,Manual,First Owner,1198,67,5,20.63
Hyundai Grand i10 Asta,2015,434999,40000,Petrol,Dealer,Manual,First Owner,1197,82,5,18.9
Renault KWID RXL,2018,390000,13000,Petrol,Dealer,Manual,First Owner,799,53.26,5,20.71
Honda Brio 1.2 VX MT,2012,325000,40000,Petrol,Dealer,Manual,First Owner,1198,86.8,5,18.5
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,640000,10000,Petrol,Dealer,Manual,First Owner,1198,73.75,5,17
Nissan Sunny XV Special Edition,2012,450000,9000,Petrol,Dealer,Manual,First Owner,1498,97.7,5,16.95
Toyota Etios Liva GD SP,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,1364,67.06,5,23.59
Hyundai i10 Sportz,2009,215000,60000,Petrol,Dealer,Manual,First Owner,1197,78.9,5,20.36
Renault Duster 85PS Diesel RxL,2014,570000,40000,Diesel,Dealer,Manual,First Owner,1461,83.8,5,20.45
Mahindra XUV500 W8 2WD,2012,680000,93000,Diesel,Dealer,Manual,First Owner,2179,140,7,15.1
Toyota Innova 2.5 V Diesel 7-seater,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,2494,102,7,12.8
Tata Indigo CS eGLX BS IV,2011,150000,50000,Petrol,Individual,Manual,Second Owner,1193,64.08,5,15.64
Tata Nano STD,2012,64000,18000,Petrol,Dealer,Manual,First Owner,624,37.5,4,25.4
Nissan Micra Diesel XL,2013,250000,120000,Diesel,Individual,Manual,First Owner,1461,63.1,5,23.08
Maruti Wagon R LXI,2005,65000,35000,Petrol,Individual,Manual,First Owner,998,67.1,5,18.9
Maruti Swift Dzire VDI,2016,550000,60000,Diesel,Individual,Manual,Second Owner,1248,74,5,26.59
Hyundai i10 Magna,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,1197,78.9,5,20.36
Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,First Owner,799,53.3,5,25.17
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,998,67.05,5,21.79
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,1248,74,5,27.39
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,1199,88.7,5,18.2
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,2494,100.6,7,12.99
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,1197,81.8,5,22
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,1496,88.73,5,16.78
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,5,22
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,1186,73.97,5,24
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,1199,88.76,5,19
Hyundai i10 Magna,2010,150000,106000,Petrol,Individual,Manual,Third Owner,1197,78.9,5,20.36
Maruti Swift Dzire VDI,2015,480000,90000,Diesel,Individual,Manual,First Owner,1248,74,5,26.59
Hyundai Verna 1.6 SX CRDi (O),2014,535000,70000,Diesel,Individual,Manual,Third Owner,1582,126.32,5,22.32
Maruti SX4 Celebration Diesel,2012,300000,100000,Diesel,Individual,Manual,Second Owner,1248,88.8,5,21.5
Maruti Alto 800 VXI,2016,240000,50000,Petrol,Individual,Manual,First Owner,796,47.3,5,22.74
Honda City i-VTEC CVT V,2018,1085000,1000,Petrol,Individual,Automatic,First Owner,1497,117.6,5,18
Maruti Swift Dzire AMT VDI,2017,750000,19000,Diesel,Individual,Automatic,First Owner,1248,74.02,5,28.4
Maruti Eeco CNG 5 Seater AC,2020,409999,35000,CNG,Individual,Manual,First Owner,1196,61.7,5,29.232
Maruti Alto K10 VXI,2014,215000,80000,Petrol,Individual,Manual,Second Owner,998,67.05,5,23.95
Maruti Alto K10 LXI,2010,150000,80000,Petrol,Individual,Manual,First Owner,998,67.1,5,20.92
Hyundai EON Sportz,2013,219000,50000,Petrol,Individual,Manual,Second Owner,814,55.2,5,21.1
Tata Tiago 1.2 Revotron XE,2018,325000,100000,Petrol,Individual,Manual,First Owner,1199,84,5,23.84
Maruti Eeco Smiles 5 Seater AC,2013,260000,120000,Petrol,Individual,Manual,Second Owner,1196,73,5,15.1
Honda Amaze S CVT Diesel BSIV,2019,700000,40000,Diesel,Individual,Automatic,First Owner,1498,78.9,5,23.8
Hyundai Creta 1.4 CRDi Base,2017,950000,45000,Diesel,Individual,Manual,First Owner,1396,88.7,5,21.38
Maruti Alto LXi BSIII,2010,160000,80000,Petrol,Individual,Manual,Second Owner,796,46.3,5,19.7
Hyundai Xcent 1.1 CRDi S Option,2015,409999,135000,Diesel,Individual,Manual,Second Owner,1120,71.01,5,24.4
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,840000,120000,Diesel,Individual,Manual,Second Owner,2494,100.6,7,12.99
Toyota Etios Liva Diesel,2013,450000,67000,Diesel,Individual,Manual,First Owner,1364,67.1,5,23.59
Maruti Swift Dzire ZDI Plus,2017,900000,50000,Diesel,Individual,Manual,First Owner,1248,74.02,5,28.4
Toyota Innova 2.5 V Diesel 7-seater,2008,570000,134000,Diesel,Individual,Manual,Second Owner,2494,102,7,12.8
Nissan Micra Diesel XV,2011,254999,110000,Diesel,Individual,Manual,Second Owner,1461,63.1,5,23.08
Maruti 800 AC BSIII,2009,130000,40000,Petrol,Individual,Manual,First Owner,796,37,4,16.1
Maruti Swift Dzire VDI,2013,530000,120000,Diesel,Individual,Manual,Second Owner,1248,74,5,23.4
Volkswagen Polo 1.5 TDI Highline,2015,520000,110000,Diesel,Individual,Manual,Second Owner,1498,88.8,5,20.14
Mahindra Verito 1.5 D2 BSIII,2011,229999,170000,Diesel,Individual,Manual,Second Owner,1461,64.1,5,21
Maruti 800 AC BSIII,2004,81000,80000,Petrol,Individual,Manual,Second Owner,796,37,4,16.1
Maruti Swift VDI Optional,2016,600000,47000,Diesel,Individual,Manual,First Owner,1248,74,5,25.2
Hyundai Xcent 1.2 Kappa S Option,2015,409999,93000,Petrol,Individual,Manual,First Owner,1197,81.86,5,19.1
Maruti 800 Std,2010,120000,70000,Petrol,Individual,Manual,Second Owner,796,37,4,16.1
Maruti Celerio VXI,2014,320000,50000,Petrol,Individual,Manual,First Owner,998,67.04,5,23.1
Ford Figo Diesel EXI,2015,292000,70000,Diesel,Individual,Manual,First Owner,1399,68.05,5,20
Tata Safari DICOR 2.2 LX 4x2,2012,390000,80000,Diesel,Individual,Manual,First Owner,2179,138.03,7,13.93
Ford Figo 1.2P Titanium Plus MT,2016,550000,44000,Petrol,Individual,Manual,First Owner,1196,86.8,5,18.16
Maruti Celerio ZXI,2014,385000,25000,Petrol,Individual,Manual,First Owner,998,67.04,5,23.1
Hyundai Creta 1.6 VTVT S,2016,800000,25000,Petrol,Individual,Manual,First Owner,1591,121.3,5,15.29
Maruti Swift Dzire VXI 1.2,2019,675000,10000,Petrol,Individual,Manual,First Owner,1197,81.8,5,21.21
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,30000,Diesel,Individual,Manual,First Owner,1498,98.96,5,23
Hyundai i20 Active 1.4 SX with AVN,2015,610000,50000,Diesel,Individual,Manual,Second Owner,1396,88.73,5,21.19
Hyundai i20 Asta 1.4 CRDi,2012,525000,120000,Diesel,Individual,Manual,First Owner,1396,88.73,5,22.54
Mahindra Bolero 2011-2019 SLE,2015,375000,80000,Diesel,Individual,Manual,First Owner,2523,62.1,7,15.96
Nissan Terrano XL Plus 85 PS,2015,580000,90000,Diesel,Individual,Manual,First Owner,1461,83.8,5,20.45
Maruti Swift VXI Windsong Limited edition,2015,434999,50000,Petrol,Individual,Manual,Second Owner,1197,83.11,5,20.4
Datsun RediGO 1.0 S,2020,350000,2136,Petrol,Individual,Manual,First Owner,999,67,5,22.5
Hyundai i20 Magna 1.2,2015,600000,35000,Petrol,Individual,Manual,First Owner,1197,81.83,5,18.6
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1050000,120000,Diesel,Individual,Manual,First Owner,2494,100.6,7,12.99
Maruti Baleno Alpha 1.3,2017,735000,70000,Diesel,Individual,Manual,First Owner,1248,74,5,27.39
Renault Duster 110PS Diesel RxZ,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,1461,108.45,5,19.6
Chevrolet Enjoy 1.3 TCDi LS 7,2016,420000,110000,Diesel,Individual,Manual,Second Owner,1248,73.74,7,18.2
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,60000,Diesel,Individual,Manual,First Owner,1248,88.5,5,23.65
Maruti Swift Dzire VDI,2016,600000,147000,Diesel,Individual,Manual,Second Owner,1248,74,5,26.59
Tata Indica Vista Aqua 1.4 TDI,2011,200000,110000,Diesel,Individual,Manual,Second Owner,1405,71,5,17
Nissan Micra Active XL Petrol,2016,370000,35000,Petrol,Individual,Manual,First Owner,1198,67.04,5,19.49
Hyundai Verna Transform CRDi VGT SX ABS,2010,260000,110000,Diesel,Individual,Manual,Second Owner,1493,110,5,16.2
Mahindra KUV 100 mFALCON D75 K8,2016,280000,100000,Diesel,Individual,Manual,First Owner,1198,77,6,25.32
Maruti Ertiga VXI,2014,610000,21000,Petrol,Individual,Manual,First Owner,1373,93.7,7,16.02
Ford Fiesta Titanium 1.5 TDCi,2013,300000,60000,Diesel,Individual,Manual,Second Owner,1498,90,5,23.5
Tata Indigo CS LX DiCOR,2010,140000,40000,Diesel,Individual,Manual,First Owner,1405,70,5,16.6
Hyundai i10 Magna 1.1L,2008,229999,50000,Petrol,Individual,Manual,First Owner,1086,68.05,5,19.81
Maruti A-Star Vxi,2010,200000,65000,Petrol,Individual,Manual,Second Owner,998,66.1,5,19
Maruti Wagon R VXI BSIII,2011,200000,80000,Petrol,Individual,Manual,First Owner,998,67.1,5,18.9
Hyundai Verna 1.6 CRDi S,2015,560000,119000,Diesel,Individual,Manual,First Owner,1582,126.2,5,23.9
Maruti Ertiga SHVS VDI,2016,750000,80000,Diesel,Individual,Manual,First Owner,1248,88.5,7,24.52
Maruti Swift VDI BSIV,2017,585000,90000,Diesel,Individual,Manual,First Owner,1248,74,5,25.2
Hyundai Verna 1.6 VTVT S Option,2016,760000,20000,Petrol,Individual,Manual,First Owner,1591,121.4,5,17.01
Maruti Swift VDI BSIV,2014,430000,80000,Diesel,Individual,Manual,Second Owner,1248,74,5,25.2
Mahindra KUV 100 D75 K6 Plus,2020,480000,44665,Diesel,Individual,Manual,First Owner,1198,77,6,25.32
Kia Seltos HTE D,2019,643000,10000,Diesel,Individual,Manual,First Owner,1493,113.4,5,20.8
Hyundai Xcent 1.2 VTVT S,2018,500000,60000,Petrol,Individual,Manual,First Owner,1197,81.86,5,20.14
Honda Brio 1.2 S MT,2016,425000,22000,Petrol,Individual,Manual,First Owner,1198,86.8,5,18.5
Maruti Alto 800 LXI,2014,250000,25000,Petrol,Individual,Manual,First Owner,796,47.3,5,22.74
Maruti Celerio LDi,2016,285000,70000,Diesel,Individual,Manual,First Owner,793,47,5,27.62
Maruti Swift Dzire VXi,2008,160000,123000,Petrol,Individual,Manual,Third Owner,1298,85.8,5,17.5
Volkswagen Vento Diesel Trendline,2011,250000,70000,Diesel,Individual,Manual,Second Owner,1598,103.6,5,20.54
Chevrolet Beat LS,2013,170000,70000,Petrol,Individual,Manual,Second Owner,1199,79.4,5,18.6
Toyota Etios Liva GD,2013,409999,45000,Diesel,Individual,Manual,First Owner,1364,67.06,5,23.59
Hyundai Grand i10 AT Asta,2015,400000,40000,Petrol,Individual,Automatic,First Owner,1197,82,5,18.9
Maruti Swift Dzire VDI,2019,700000,30000,Diesel,Individual,Manual,First Owner,1248,74.02,5,28.4
Honda Civic 1.8 V AT,2007,350000,90000,Petrol,Individual,Automatic,First Owner,1799,130,5,12.9
Maruti Ertiga BSIV VXI,2016,660000,34000,Petrol,Individual,Manual,Second Owner,1373,91.1,7,17.5
Maruti Alto 800 VXI,2017,268000,25000,Petrol,Individual,Manual,First Owner,796,47.3,5,24.7
Maruti Alto 800 VXI,2016,270000,50000,Petrol,Individual,Manual,First Owner,796,47.3,5,22.74
Chevrolet Beat Diesel LT,2013,300000,50000,Diesel,Individual,Manual,First Owner,936,57.6,5,25.44
Tata Tiago 1.2 Revotron XZ,2017,450000,90000,Petrol,Individual,Manual,First Owner,1199,84,5,23.84
Chevrolet Beat Diesel LT,2012,220000,70000,Diesel,Individual,Manual,Second Owner,936,57.6,5,25.44
Tata New Safari DICOR 2.2 VX 4x2,2009,250000,146000,Diesel,Individual,Manual,Second Owner,2179,138,7,13.93
Ford Figo Petrol EXI,2012,300000,85000,Petrol,Individual,Manual,Second Owner,1196,70,5,15.6
Maruti Swift Dzire VDI,2016,561000,30000,Diesel,Individual,Manual,First Owner,1248,74,5,26.59
Maruti Swift Dzire VDI,2018,755000,15000,Diesel,Individual,Manual,First Owner,1248,74.02,5,28.4
Datsun RediGO S,2017,235000,25000,Petrol,Individual,Manual,First Owner,799,53.64,5,22.7
Maruti Alto K10 LXI,2011,165000,90000,Petrol,Individual,Manual,First Owner,998,67.1,5,20.92
Maruti Swift Dzire LDi,2008,190000,80000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,19.3
Tata Indica V2 DLX BSII,2011,110000,50000,Diesel,Individual,Manual,First Owner,1396,53.5,5,17.2
Mahindra Bolero 2011-2019 DI 4WD NON AC,2012,320000,80000,Diesel,Individual,Manual,Second Owner,2523,63,8,13.6
Hyundai i20 Asta Option 1.2,2016,540000,38000,Petrol,Individual,Manual,First Owner,1197,81.83,5,18.6
Hyundai EON Era Plus,2013,180000,60000,Petrol,Individual,Manual,First Owner,814,55.2,5,21.1
Maruti Swift Dzire 1.2 Vxi BSIV,2012,450000,30000,Petrol,Individual,Manual,First Owner,1197,85.8,5,17.5
Maruti Swift Dzire VXI,2014,450000,30000,Petrol,Individual,Manual,First Owner,1197,85.8,5,19.1
Chevrolet Beat LT,2015,200000,50000,Petrol,Individual,Manual,First Owner,1199,76.8,5,18.6
Tata Tiago 1.2 Revotron XZ,2017,425000,42000,Petrol,Individual,Manual,First Owner,1199,84,5,23.84
Chevrolet Sail 1.2 LS ABS,2016,400000,30000,Petrol,Individual,Manual,First Owner,1199,82.4,5,18.2
Maruti Alto LXi BSIII,2009,125000,60000,Petrol,Individual,Manual,Third Owner,796,46.3,5,19.7
Honda City i VTEC VX,2015,900000,22000,Petrol,Individual,Manual,First Owner,1497,117.3,5,17.4
Volkswagen Vento Diesel Highline,2012,450000,90000,Diesel,Individual,Manual,First Owner,1598,103.6,5,20.54
Maruti Alto K10 2010-2014 VXI,2011,210000,46000,Petrol,Individual,Manual,First Owner,998,67.1,5,20.92
Hyundai i20 1.2 Asta Option,2018,801000,20000,Petrol,Individual,Manual,First Owner,1197,81.83,5,18.6
Tata Venture EX 7 Str Captain Seats,2014,317000,15000,Diesel,Individual,Manual,First Owner,1405,70,7,15.42
Maruti Ertiga VXI,2015,600000,40000,Petrol,Individual,Manual,Second Owner,1373,93.7,7,16.02
Hyundai i20 Magna,2014,330000,30000,Petrol,Individual,Manual,Second Owner,1197,82.85,5,18.5
Hyundai EON Magna Plus,2017,320000,15000,Petrol,Individual,Manual,Second Owner,814,55.2,5,21.1
Hyundai Getz GLX,2007,120000,110000,Petrol,Individual,Manual,Second Owner,1341,83,5,15.3
Maruti Alto LXi,2009,130000,70000,Petrol,Individual,Manual,Second Owner,796,46.3,5,19.7
Chevrolet Sail 1.2 LS,2015,220000,80000,Petrol,Individual,Manual,First Owner,1199,82.4,5,18.2
Tata Zest Revotron 1.2T XM,2015,340000,110000,Petrol,Individual,Manual,First Owner,1193,88.7,5,17.57
Ford Classic 1.4 Duratorq CLXI,2013,200000,70000,Diesel,Individual,Manual,Second Owner,1399,67,5,19.68
Maruti Alto LXI,2002,140000,50000,Petrol,Individual,Manual,Second Owner,796,46.3,5,19.7
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1000000,190000,Diesel,Individual,Manual,First Owner,2494,100.6,8,12.99
Mahindra Bolero SLX,2010,495000,100000,Diesel,Individual,Manual,Second Owner,2523,63,7,13.6
Maruti Alto 800 LXI,2015,236000,60000,Petrol,Individual,Manual,First Owner,796,47.3,5,22.74
Maruti Wagon R VXI BS IV,2015,390000,40000,Petrol,Individual,Manual,First Owner,998,67.04,5,20.51
Maruti Swift Dzire VDi,2009,275000,90000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,19.3
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,775000,32000,Diesel,Dealer,Manual,First Owner,1248,88.5,5,24.3
Hyundai Creta 1.6 CRDi SX,2016,850000,58000,Diesel,Individual,Manual,First Owner,1582,126.2,5,19.67
Maruti Vitara Brezza VDi,2018,750000,5000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Hyundai i20 1.2 Spotz,2018,570000,25000,Petrol,Individual,Manual,First Owner,1197,81.83,5,18.6
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,580000,32000,Petrol,Individual,Manual,First Owner,1197,81.86,5,18.9
Honda Jazz 1.2 VX i VTEC,2016,484999,30000,Petrol,Individual,Manual,First Owner,1199,88.7,5,18.7
Honda BR-V i-VTEC S MT,2017,700000,43000,Petrol,Dealer,Manual,First Owner,1497,117.3,7,15.4
Hyundai Verna S,2012,415000,60000,Petrol,Dealer,Manual,First Owner,1497,113.42,5,17.7
Nissan Micra XV CVT,2015,325000,50000,Petrol,Individual,Automatic,First Owner,1198,76,5,19.34
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,14200,Petrol,Individual,Manual,First Owner,1196,86.8,5,18.16
Hyundai EON Sportz,2017,300000,10000,Petrol,Individual,Manual,First Owner,814,55.2,5,21.1
Datsun RediGO T Option,2018,217000,25000,Petrol,Individual,Manual,First Owner,799,53.64,5,22.7
Ford Freestyle Titanium Petrol BSIV,2018,700000,19100,Petrol,Individual,Manual,First Owner,1194,94.68,5,19
Hyundai Santro Sportz AMT BSIV,2019,466000,25000,Petrol,Individual,Automatic,Fourth & Above Owner,1086,68,5,20.3
Ford EcoSport 1.5 Diesel Trend BSIV,2014,484999,54000,Diesel,Dealer,Manual,First Owner,1498,98.96,5,23
Nissan Sunny XL D,2018,670000,35000,Diesel,Individual,Manual,First Owner,1461,84.8,5,22.71
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,20000,Petrol,Individual,Manual,Second Owner,1197,81.86,5,18.9
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,675000,52000,Diesel,Individual,Manual,First Owner,1248,88.5,5,23.65
Hyundai i20 1.4 CRDi Asta,2011,220000,120000,Diesel,Individual,Manual,Second Owner,1396,90,5,23
Maruti Ertiga ZDI,2013,630000,120000,Diesel,Individual,Manual,Second Owner,1248,88.8,7,20.77
Tata Manza Aura Quadrajet,2010,250000,90000,Diesel,Individual,Manual,Second Owner,1248,90,5,18.8
Maruti Wagon R LXI,2004,120000,120000,Petrol,Individual,Manual,Third Owner,998,67.1,5,18.9
Skoda Rapid 1.5 TDI Elegance,2015,300000,101500,Diesel,Individual,Manual,Second Owner,1498,103.52,5,21.14
Hyundai Verna 1.6 CRDi EX AT,2013,525000,75000,Diesel,Individual,Automatic,First Owner,1582,126.3,5,22.32
Mahindra Scorpio 1.99 S10,2016,1100000,100000,Diesel,Individual,Manual,First Owner,1997,120,7,15.4
Renault Duster 110PS Diesel RxZ,2012,480000,55735,Diesel,Individual,Manual,Second Owner,1461,108.45,5,19.01
Mahindra XUV500 W4,2014,605000,80000,Diesel,Individual,Manual,Second Owner,2179,140,7,15.1
